"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"05 May 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","96777.00","96777.00","96777.00","96777.00","95500.00","1","1.000 GRMS ","96.78","10"
"02 May 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","95500.00","95500.00","95500.00","95500.00","94592.00","1","1.000 GRMS ","95.50","10"
"01 May 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","94800.00","94800.00","94550.00","94592.00","96781.00","6","6.000 GRMS ","567.55","10"
"30 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","96150.00","97100.00","96150.00","96781.00","97677.00","3","3.000 GRMS ","290.34","9"
"29 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","98029.00","98029.00","0","0.000 GRMS ","0.00","8"
"28 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","98029.00","98029.00","98029.00","98029.00","97001.00","1","1.000 GRMS ","98.03","8"
"25 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","97001.00","97001.00","97001.00","97001.00","98030.00","1","1.000 GRMS ","97.00","7"
"24 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","99079.00","99079.00","0","0.000 GRMS ","0.00","6"
"23 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","99079.00","99079.00","99079.00","99079.00","102143.00","1","1.000 GRMS ","99.08","6"
"22 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","101867.00","102275.00","101867.00","102143.00","99298.00","5","5.000 GRMS ","510.72","5"
"21 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","97180.00","97180.00","0","0.000 GRMS ","0.00","0"
"17 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","97443.00","97443.00","0","0.000 GRMS ","0.00","0"
"16 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","95254.00","95254.00","0","0.000 GRMS ","0.00","0"
"15 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","94926.00","94926.00","0","0.000 GRMS ","0.00","0"
"14 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","95563.00","95563.00","0","0.000 GRMS ","0.00","0"
"11 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","93761.00","93761.00","0","0.000 GRMS ","0.00","0"
"10 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","91760.00","91760.00","0","0.000 GRMS ","0.00","0"
"09 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89808.00","89808.00","0","0.000 GRMS ","0.00","0"
"08 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88953.00","88953.00","0","0.000 GRMS ","0.00","0"
"07 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","90076.00","90076.00","0","0.000 GRMS ","0.00","0"
"04 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","90765.00","90765.00","0","0.000 GRMS ","0.00","0"
"03 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","90359.00","90359.00","0","0.000 GRMS ","0.00","0"
"02 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","91973.00","91973.00","0","0.000 GRMS ","0.00","0"
"01 Apr 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","92479.00","92479.00","0","0.000 GRMS ","0.00","0"
"31 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","92287.00","92287.00","0","0.000 GRMS ","0.00","0"
"28 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","92023.00","92023.00","0","0.000 GRMS ","0.00","0"
"27 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","90704.00","90704.00","0","0.000 GRMS ","0.00","0"
"26 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","90687.00","90687.00","0","0.000 GRMS ","0.00","0"
"25 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","90044.00","90044.00","0","0.000 GRMS ","0.00","0"
"24 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","90642.00","90642.00","0","0.000 GRMS ","0.00","0"
"21 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","91942.00","91942.00","0","0.000 GRMS ","0.00","0"
"20 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","91941.00","91941.00","0","0.000 GRMS ","0.00","0"
"19 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","92132.00","92132.00","0","0.000 GRMS ","0.00","0"
"18 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","91215.00","91215.00","0","0.000 GRMS ","0.00","0"
"17 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","91424.00","91424.00","0","0.000 GRMS ","0.00","0"
"14 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","91007.00","91007.00","0","0.000 GRMS ","0.00","0"
"13 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89894.00","89894.00","0","0.000 GRMS ","0.00","0"
"12 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89356.00","89356.00","0","0.000 GRMS ","0.00","0"
"11 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88702.00","88702.00","0","0.000 GRMS ","0.00","0"
"10 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89054.00","89054.00","0","0.000 GRMS ","0.00","0"
"07 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89084.00","89084.00","0","0.000 GRMS ","0.00","0"
"06 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88820.00","88820.00","0","0.000 GRMS ","0.00","0"
"05 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89056.00","89056.00","0","0.000 GRMS ","0.00","0"
"04 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88454.00","88454.00","0","0.000 GRMS ","0.00","0"
"03 Mar 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","87309.00","87309.00","0","0.000 GRMS ","0.00","0"
"28 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88076.00","88076.00","0","0.000 GRMS ","0.00","0"
"27 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88758.00","88758.00","0","0.000 GRMS ","0.00","0"
"26 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88550.00","88550.00","0","0.000 GRMS ","0.00","0"
"25 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89088.00","89088.00","0","0.000 GRMS ","0.00","0"
"24 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89175.00","89175.00","0","0.000 GRMS ","0.00","0"
"21 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89371.00","89371.00","0","0.000 GRMS ","0.00","0"
"20 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89102.00","89102.00","0","0.000 GRMS ","0.00","0"
"19 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","89124.00","89124.00","0","0.000 GRMS ","0.00","0"
"18 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88220.00","88220.00","0","0.000 GRMS ","0.00","0"
"17 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","87868.00","87868.00","0","0.000 GRMS ","0.00","0"
"14 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88646.00","88646.00","0","0.000 GRMS ","0.00","0"
"13 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88571.00","88571.00","0","0.000 GRMS ","0.00","0"
"12 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88751.00","88751.00","0","0.000 GRMS ","0.00","0"
"11 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","88748.00","88748.00","0","0.000 GRMS ","0.00","0"
"10 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","87784.00","87784.00","0","0.000 GRMS ","0.00","0"
"07 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","87676.00","87676.00","0","0.000 GRMS ","0.00","0"
"06 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","87645.00","87645.00","0","0.000 GRMS ","0.00","0"
"05 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","84688.00","84688.00","0","0.000 GRMS ","0.00","0"
"04 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83109.00","83109.00","0","0.000 GRMS ","0.00","0"
"03 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83710.00","83710.00","0","0.000 GRMS ","0.00","0"
"01 Feb 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83690.00","83690.00","0","0.000 GRMS ","0.00","0"
"31 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83399.00","83399.00","0","0.000 GRMS ","0.00","0"
"30 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83383.00","83383.00","0","0.000 GRMS ","0.00","0"
"29 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83475.00","83475.00","0","0.000 GRMS ","0.00","0"
"28 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","82618.00","82618.00","0","0.000 GRMS ","0.00","0"
"27 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83353.00","83353.00","0","0.000 GRMS ","0.00","0"
"24 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83643.00","83643.00","0","0.000 GRMS ","0.00","0"
"23 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83085.00","83085.00","0","0.000 GRMS ","0.00","0"
"22 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83716.00","83716.00","0","0.000 GRMS ","0.00","0"
"21 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83360.00","83360.00","0","0.000 GRMS ","0.00","0"
"20 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","84090.00","84090.00","0","0.000 GRMS ","0.00","0"
"17 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","85615.00","85615.00","0","0.000 GRMS ","0.00","0"
"16 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","85370.00","85370.00","0","0.000 GRMS ","0.00","0"
"15 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","84863.00","84863.00","0","0.000 GRMS ","0.00","0"
"14 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","84816.00","84816.00","0","0.000 GRMS ","0.00","0"
"13 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","85486.00","85486.00","0","0.000 GRMS ","0.00","0"
"10 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83631.00","83631.00","0","0.000 GRMS ","0.00","0"
"09 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","83289.00","83289.00","0","0.000 GRMS ","0.00","0"
"08 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","82650.00","82650.00","0","0.000 GRMS ","0.00","0"
"07 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","81964.00","81964.00","0","0.000 GRMS ","0.00","0"
"06 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","81579.00","81579.00","0","0.000 GRMS ","0.00","0"
"03 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","81838.00","81838.00","0","0.000 GRMS ","0.00","0"
"02 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","80539.00","80539.00","0","0.000 GRMS ","0.00","0"
"01 Jan 2025","FUTCOM","GOLD         ","05DEC2025","-","0.00","","","","80446.00","80446.00","0","0.000 GRMS ","0.00","0"
